,FIXME:hgv:state_network,NOTE,abandoned:railway,access,addr:city,addr:country,addr:full,addr:housename,addr:housenumber,addr:note,addr:postcode,addr:state,addr:street,admin_level,alt_name,amenity,architect,architect:wikidata,architect:wikipedia,area,area:highway,artist:wikidata,artist:wikipedia,artist_name,artwork_type,attraction,atv,automatic_door,backrest,barrier,bench,bicycle,bin,boundary,branch,brand,brand:wikidata,brand:wikipedia,bridge,building,building:architecture,building:cladding,building:colour,building:levels,building:material,building:part,building:shape,building:year_built,bus,button_operated,camera:mount,camera:type,change,change:lanes,check_date,colour,computer:repair,covered,crossing,crossing:island,cuisine,cycleway,cycleway:left,cycleway:right,departures_board,description,destination,destination:ref,destination:ref:to,direction,disused:amenity,disused:name,dog,door,drinking_water,ele,elevation,entrance,expressway,fee,fence_type,ferry,fixme,floating,foot,foot:left,footway,fountain,garden:type,gauge,gnis:county_id,gnis:county_name,gnis:created,gnis:feature_id,gnis:import_uuid,gnis:reviewed,gnis:state_id,height,heritage,heritage:operator,hgv,hgv:state_network,highway,historic,hoops,horse,image,indoor,information,inscription,intermittent,internet_access,internet_access:fee,junction,kerb,kerb:height,lamp_mount,landuse,lane_markings,lanes,lanes:backward,lanes:forward,lastcheck,layer,lcn,leisure,level,lit,loc_name,location,locked,man_made,map_size,map_type,mapillary,material,max_level,maxspeed,maxspeed:advisory,memorial,military,min_height,min_level,mobile_phone:repair,mooring,motor_vehicle,motorcycle,name,name:ar,name:bg,name:de,name:el,name:en,name:etymology:wikidata,name:fa,name:fr,name:he,name:hi,name:hr,name:ja,name:kn,name:ko,name:lt,name:ml,name:pl,name:railroad,name:railway,name:ru,name:signed,name:uk,name:zh,name_1,name_2,natural,network,noname,note,note:old_railway_operator,nycdoitt:bin,nysdot_ref,nysgissam:nysaddresspointid,nysgissam:review,office,official_name,old_name,old_railway_operator,old_ref,oneway,opening_hours,opening_hours:url,operator,operator:official,operator:short,operator:wikidata,operator:wikipedia,outdoor_seating,overtaking,parking,passenger_information_display,payment:american_express,payment:cash,payment:credit_cards,payment:debit_cards,payment:diners_club,payment:discover_card,payment:jcb,payment:mastercard,payment:visa,payment:wolfie_wallet,phone,piste:grooming,piste:type,place,public_transport,railway,rcn,rcn_ref,ref,ref:nrhp,roof:colour,roof:direction,roof:height,roof:levels,roof:material,roof:orientation,roof:shape,route_ref,sac_scale,seamark:type,seasonal,segregated,shelter_type,shop,short_name,sidewalk,ski,smoking,smoothness,snowmobile,source,source:data,source:hgv:state_network,source:highway,source:imagery,source:shape,sport,start_date,stroller,subject,surface,surface:colour,surveillance,surveillance:type,survey:date,swimming_pool,tactile_paving,theatre1:name,theatre2:name,tiger:cfcc,tiger:county,tiger:name_base,tiger:name_base_1,tiger:name_base_2,tiger:name_direction_prefix,tiger:name_direction_prefix_1,tiger:name_type,tiger:name_type_1,tiger:reviewed,tiger:source,tiger:upload_uuid,tiger:zip_left,tiger:zip_left_1,tiger:zip_left_2,tiger:zip_right,tourism,townhall:type,traffic_calming,traffic_signals,traffic_signals:direction,traffic_signals:sound,traffic_signals:vibration,tunnel,turn,turn:lanes,turn:lanes:backward,turn:lanes:forward,unisex,url,wall,water,website,website:alternate,wheelchair,width,wikidata,wikipedia,geometry
3791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,2060435,,,,,,,,,pedestrian,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,Foley Square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 06:00-01:00,,,,,,,,,,,,,,,,,,,,,,,,square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q5464341,en:Foley Square,"MULTIPOLYGON (((-74.0034249 40.7138891, -74.0033827 40.713994, -74.0033754 40.7140097, -74.0033484 40.7140677, -74.0033425 40.7140709, -74.0033347 40.7140733, -74.0033268 40.7140729, -74.0033124 40.7140642, -74.0032558 40.7140363, -74.0031809 40.7139966, -74.0031757 40.7139916, -74.0031758 40.7139862, -74.0031782 40.7139803, -74.0032335 40.7139519, -74.0032545 40.7139411, -74.0033889 40.7138655, -74.0033997 40.7138599, -74.0034084 40.7138594, -74.0034184 40.7138613, -74.0034249 40.7138653, -74.003428 40.7138705, -74.003429 40.7138759, -74.0034249 40.7138891)), ((-74.0033171 40.7141424, -74.0032846 40.7142167, -74.0032702 40.7142588, -74.0032595 40.7142878, -74.0030877 40.7147014, -74.0030534 40.7147994, -74.0030237 40.7147907, -74.0029909 40.7147818, -74.0029902 40.7147716, -74.0029842 40.7147631, -74.0029762 40.7147599, -74.0029625 40.7147575, -74.002879 40.7147629, -74.002801 40.7147592, -74.0027609 40.714753, -74.0027194 40.7147383, -74.002686 40.7147223, -74.0027256 40.714678, -74.0026659 40.7146473, -74.0026262 40.7146916, -74.0026067 40.714682, -74.0025878 40.714678, -74.0025708 40.714679, -74.0025549 40.7146857, -74.0025188 40.7146769, -74.0024904 40.7146689, -74.0025327 40.7145883, -74.0025724 40.7145126, -74.0026018 40.7144624, -74.0026383 40.7144084, -74.0026825 40.7143523, -74.002746 40.7142836, -74.002777 40.7142551, -74.0028286 40.714211, -74.0028728 40.7141725, -74.0029109 40.7141433, -74.002946 40.7141202, -74.0031033 40.7140252, -74.0031075 40.714024, -74.0031133 40.7140236, -74.0031202 40.7140263, -74.0032189 40.7140774, -74.0033129 40.714123, -74.0033188 40.7141269, -74.0033212 40.7141312, -74.0033171 40.7141424), (-74.0032263 40.7142921, -74.0032233 40.714289, -74.0032192 40.7142867, -74.0032143 40.7142854, -74.00321 40.7142851, -74.003206 40.7142857, -74.0032022 40.714287, -74.0031989 40.7142889, -74.0031961 40.7142917, -74.0031943 40.714295, -74.0031937 40.7142986, -74.0031948 40.7143028, -74.0031976 40.7143065, -74.0032018 40.7143093, -74.003207 40.714311, -74.0032126 40.7143113, -74.0032181 40.7143102, -74.0032228 40.7143079, -74.0032262 40.7143045, -74.0032281 40.7143004, -74.0032281 40.7142962, -74.0032263 40.7142921), (-74.0031632 40.7141462, -74.003159 40.7142144, -74.0031876 40.7142154, -74.0032164 40.7142164, -74.0032206 40.7141482, -74.0031632 40.7141462), (-74.0031928 40.7143802, -74.0031898 40.714377, -74.0031857 40.7143747, -74.0031808 40.7143734, -74.0031765 40.7143732, -74.0031725 40.7143737, -74.0031687 40.714375, -74.0031654 40.7143769, -74.0031625 40.7143797, -74.0031608 40.714383, -74.0031602 40.7143866, -74.0031613 40.7143908, -74.0031641 40.7143945, -74.0031683 40.7143974, -74.0031735 40.714399, -74.0031791 40.7143993, -74.0031846 40.7143983, -74.0031893 40.7143959, -74.0031927 40.7143925, -74.0031946 40.7143885, -74.0031946 40.7143842, -74.0031928 40.7143802), (-74.0030863 40.7141402, -74.0030832 40.714137, -74.0030791 40.7141347, -74.0030743 40.7141334, -74.00307 40.7141332, -74.0030659 40.7141338, -74.0030622 40.714135, -74.0030589 40.7141369, -74.003056 40.7141397, -74.0030542 40.714143, -74.0030537 40.7141466, -74.0030548 40.7141508, -74.0030575 40.7141545, -74.0030618 40.7141574, -74.0030669 40.714159, -74.0030726 40.7141593, -74.003078 40.7141583, -74.0030827 40.7141559, -74.0030862 40.7141525, -74.003088 40.7141485, -74.0030881 40.7141442, -74.0030863 40.7141402), (-74.003078 40.7143378, -74.003075 40.7143346, -74.0030709 40.7143323, -74.003066 40.714331, -74.0030617 40.7143308, -74.0030577 40.7143314, -74.0030539 40.7143326, -74.0030506 40.7143345, -74.0030477 40.7143373, -74.003046 40.7143407, -74.0030454 40.7143442, -74.0030465 40.7143484, -74.0030493 40.7143521, -74.0030535 40.714355, -74.0030587 40.7143566, -74.0030643 40.714357, -74.0030698 40.7143559, -74.0030745 40.7143535, -74.0030779 40.7143501, -74.0030798 40.7143461, -74.0030798 40.7143418, -74.003078 40.7143378), (-74.0030257 40.7141214, -74.0030227 40.7141182, -74.0030186 40.7141159, -74.0030138 40.7141146, -74.0030094 40.7141144, -74.0030054 40.7141149, -74.0030016 40.7141162, -74.0029984 40.7141181, -74.0029955 40.7141209, -74.0029937 40.7141242, -74.0029932 40.7141278, -74.0029942 40.714132, -74.002997 40.7141357, -74.0030012 40.7141386, -74.0030064 40.7141402, -74.003012 40.7141405, -74.0030175 40.7141395, -74.0030222 40.7141371, -74.0030256 40.7141337, -74.0030275 40.7141297, -74.0030275 40.7141254, -74.0030257 40.7141214), (-74.0029831 40.714158, -74.00298 40.7141548, -74.0029759 40.7141525, -74.0029711 40.7141512, -74.0029668 40.714151, -74.0029627 40.7141516, -74.002959 40.7141528, -74.0029557 40.7141547, -74.0029528 40.7141575, -74.002951 40.7141609, -74.0029505 40.7141644, -74.0029515 40.7141686, -74.0029543 40.7141723, -74.0029585 40.7141752, -74.0029637 40.7141768, -74.0029693 40.7141771, -74.0029748 40.7141761, -74.0029795 40.7141737, -74.002983 40.7141703, -74.0029848 40.7141663, -74.0029848 40.714162, -74.0029831 40.714158), (-74.0029599 40.714427, -74.0029493 40.7144102, -74.0029321 40.7143969, -74.0029101 40.7143885, -74.0028858 40.714386, -74.0028616 40.7143896, -74.0028403 40.714399, -74.0028243 40.7144131, -74.0028151 40.7144304, -74.0028138 40.714449, -74.0028206 40.714467, -74.0028346 40.7144823, -74.0028545 40.7144933, -74.002878 40.7144988, -74.0029026 40.7144982, -74.0029256 40.7144916, -74.0029446 40.7144797, -74.0029574 40.7144638, -74.0029627 40.7144456, -74.0029599 40.714427)))"
3787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-74.0030798 40.7143461, -74.0030779 40.7143501, -74.0030745 40.7143535, -74.0030698 40.7143559, -74.0030643 40.714357, -74.0030587 40.7143566, -74.0030535 40.714355, -74.0030493 40.7143521, -74.0030465 40.7143484, -74.0030454 40.7143442, -74.003046 40.7143407, -74.0030477 40.7143373, -74.0030506 40.7143345, -74.0030539 40.7143326, -74.0030577 40.7143314, -74.0030617 40.7143308, -74.003066 40.714331, -74.0030709 40.7143323, -74.003075 40.7143346, -74.003078 40.7143378, -74.0030798 40.7143418, -74.0030798 40.7143461))"
2488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0030477 40.7143373, -74.003046 40.7143407, -74.0030454 40.7143442, -74.0030465 40.7143484, -74.0030493 40.7143521, -74.0030535 40.714355, -74.0030587 40.7143566, -74.0030643 40.714357, -74.0030698 40.7143559, -74.0030745 40.7143535, -74.0030779 40.7143501, -74.0030798 40.7143461, -74.0030798 40.7143418, -74.003078 40.7143378, -74.003075 40.7143346, -74.0030709 40.7143323, -74.003066 40.714331, -74.0030617 40.7143308, -74.0030577 40.7143314, -74.0030539 40.7143326, -74.0030506 40.7143345, -74.0030477 40.7143373)"
2487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0031625 40.7143797, -74.0031608 40.714383, -74.0031602 40.7143866, -74.0031613 40.7143908, -74.0031641 40.7143945, -74.0031683 40.7143974, -74.0031735 40.714399, -74.0031791 40.7143993, -74.0031846 40.7143983, -74.0031893 40.7143959, -74.0031927 40.7143925, -74.0031946 40.7143885, -74.0031946 40.7143842, -74.0031928 40.7143802, -74.0031898 40.714377, -74.0031857 40.7143747, -74.0031808 40.7143734, -74.0031765 40.7143732, -74.0031725 40.7143737, -74.0031687 40.714375, -74.0031654 40.7143769, -74.0031625 40.7143797)"
3786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-74.0031946 40.7143885, -74.0031927 40.7143925, -74.0031893 40.7143959, -74.0031846 40.7143983, -74.0031791 40.7143993, -74.0031735 40.714399, -74.0031683 40.7143974, -74.0031641 40.7143945, -74.0031613 40.7143908, -74.0031602 40.7143866, -74.0031608 40.714383, -74.0031625 40.7143797, -74.0031654 40.7143769, -74.0031687 40.714375, -74.0031725 40.7143737, -74.0031765 40.7143732, -74.0031808 40.7143734, -74.0031857 40.7143747, -74.0031898 40.714377, -74.0031928 40.7143802, -74.0031946 40.7143842, -74.0031946 40.7143885))"
3239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-74.0045274 40.7145574, -74.0044654 40.7145428, -74.0044705 40.7145327, -74.0044766 40.7145206, -74.0044824 40.7145089, -74.0044878 40.7144983, -74.0045468 40.71452, -74.0045274 40.7145574))"
1888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0045274 40.7145574, -74.0045468 40.71452, -74.0044878 40.7144983, -74.0044824 40.7145089, -74.0044766 40.7145206, -74.0044705 40.7145327, -74.0044654 40.7145428, -74.0045274 40.7145574)"
3238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pedestrian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-74.0044805 40.7146945, -74.0044439 40.7146772, -74.0044085 40.7146605, -74.0044409 40.7145914, -74.0043902 40.7145655, -74.0043602 40.7145672, -74.004331 40.7145621, -74.004305 40.7145507, -74.0042845 40.714534, -74.0042715 40.7145135, -74.004267 40.714491, -74.0042715 40.7144685, -74.0042846 40.714448, -74.004305 40.7144313, -74.004331 40.71442, -74.0043603 40.7144149, -74.0043902 40.7144166, -74.0044181 40.7144249, -74.0044416 40.7144391, -74.0044585 40.7144579, -74.0046178 40.7145335, -74.0044805 40.7146945), (-74.0044878 40.7144983, -74.0044824 40.7145089, -74.0044766 40.7145206, -74.0044705 40.7145327, -74.0044654 40.7145428, -74.0045274 40.7145574, -74.0045468 40.71452, -74.0044878 40.7144983))"
3283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pedestrian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-73.9982958 40.7134562, -73.9982871 40.713471, -73.9982796 40.7134808, -73.9982659 40.7134926, -73.9980899 40.7135717, -73.9980658 40.7135769, -73.9980422 40.7135783, -73.9980229 40.7135743, -73.9980004 40.7135671, -73.997983 40.713552, -73.9977172 40.7133612, -73.9976988 40.7133487, -73.998004 40.7133365, -73.9980902 40.7132637, -73.9982813 40.7134012, -73.9982939 40.7134207, -73.9982984 40.7134396, -73.9982958 40.7134562), (-73.9981131 40.7133334, -73.998101 40.7133311, -73.9980908 40.7133322, -73.9980832 40.713338, -73.9980827 40.7133426, -73.9980879 40.7133541, -73.9981057 40.7133732, -73.9981227 40.713388, -73.9981717 40.7133837, -73.9981131 40.7133334), (-73.998143 40.713481, -73.9981377 40.7134833, -73.9981036 40.7134985, -73.9980982 40.7135008, -73.9981012 40.7135048, -73.9981066 40.7135024, -73.9981407 40.7134872, -73.9981461 40.7134849, -73.998143 40.713481), (-73.9980182 40.7133541, -73.9980078 40.7133495, -73.9979791 40.7133488, -73.9979422 40.7133544, -73.9979214 40.7133623, -73.9979205 40.7133702, -73.9979305 40.7133741, -73.9979596 40.713382, -73.9979804 40.7133866, -73.9980012 40.713386, -73.9980156 40.7133794, -73.998023 40.7133722, -73.998023 40.713362, -73.9980182 40.7133541), (-73.9979904 40.7134416, -73.9979761 40.7134304, -73.997957 40.7134218, -73.9979283 40.7134218, -73.9979183 40.7134255, -73.9979157 40.7134343, -73.9979253 40.7134419, -73.9979661 40.7134735, -73.9979743 40.7134784, -73.9979878 40.7134771, -73.9979991 40.7134682, -73.9979995 40.7134538, -73.9979904 40.7134416))"
1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9979743 40.7134784, -73.9979878 40.7134771, -73.9979991 40.7134682, -73.9979995 40.7134538, -73.9979904 40.7134416, -73.9979761 40.7134304, -73.997957 40.7134218, -73.9979283 40.7134218, -73.9979183 40.7134255, -73.9979157 40.7134343, -73.9979253 40.7134419, -73.9979661 40.7134735, -73.9979743 40.7134784)"
3281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-73.9979991 40.7134682, -73.9979878 40.7134771, -73.9979743 40.7134784, -73.9979661 40.7134735, -73.9979253 40.7134419, -73.9979157 40.7134343, -73.9979183 40.7134255, -73.9979283 40.7134218, -73.997957 40.7134218, -73.9979761 40.7134304, -73.9979904 40.7134416, -73.9979995 40.7134538, -73.9979991 40.7134682))"
1928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9981012 40.7135048, -73.9980982 40.7135008, -73.9981036 40.7134985, -73.9981377 40.7134833, -73.998143 40.713481, -73.9981461 40.7134849, -73.9981407 40.7134872, -73.9981066 40.7135024, -73.9981012 40.7135048)"
3280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-73.9981407 40.7134872, -73.9981066 40.7135024, -73.9981012 40.7135048, -73.9980982 40.7135008, -73.9981036 40.7134985, -73.9981377 40.7134833, -73.998143 40.713481, -73.9981461 40.7134849, -73.9981407 40.7134872))"
2493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.00249 40.7141807, -74.0024998 40.7141696, -74.0024836 40.7141613, -74.0024737 40.7141724, -74.00249 40.7141807)"
3793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-74.00249 40.7141807, -74.0024737 40.7141724, -74.0024836 40.7141613, -74.0024998 40.7141696, -74.00249 40.7141807))"
3319,,,,,,,,,,,,,,,,fountain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-74.0029574 40.7144638, -74.0029446 40.7144797, -74.0029256 40.7144916, -74.0029026 40.7144982, -74.002878 40.7144988, -74.0028545 40.7144933, -74.0028346 40.7144823, -74.0028206 40.714467, -74.0028138 40.714449, -74.0028151 40.7144304, -74.0028243 40.7144131, -74.0028403 40.714399, -74.0028616 40.7143896, -74.0028858 40.714386, -74.0029101 40.7143885, -74.0029321 40.7143969, -74.0029493 40.7144102, -74.0029599 40.714427, -74.0029627 40.7144456, -74.0029574 40.7144638))"
2035,,,,,,,,,,,,,,,,fountain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0029026 40.7144982, -74.0029256 40.7144916, -74.0029446 40.7144797, -74.0029574 40.7144638, -74.0029627 40.7144456, -74.0029599 40.714427, -74.0029493 40.7144102, -74.0029321 40.7143969, -74.0029101 40.7143885, -74.0028858 40.714386, -74.0028616 40.7143896, -74.0028403 40.714399, -74.0028243 40.7144131, -74.0028151 40.7144304, -74.0028138 40.714449, -74.0028206 40.714467, -74.0028346 40.7144823, -74.0028545 40.7144933, -74.002878 40.7144988, -74.0029026 40.7144982)"
247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9991128 40.7201773)
