,FIXME:hgv:state_network,NOTE,abandoned:railway,access,addr:city,addr:country,addr:full,addr:housename,addr:housenumber,addr:note,addr:postcode,addr:state,addr:street,admin_level,alt_name,amenity,architect,architect:wikidata,architect:wikipedia,area,area:highway,artist:wikidata,artist:wikipedia,artist_name,artwork_type,attraction,atv,automatic_door,backrest,barrier,bench,bicycle,bin,boundary,branch,brand,brand:wikidata,brand:wikipedia,bridge,building,building:architecture,building:cladding,building:colour,building:levels,building:material,building:part,building:shape,building:year_built,bus,button_operated,camera:mount,camera:type,change,change:lanes,check_date,colour,computer:repair,covered,crossing,crossing:island,cuisine,cycleway,cycleway:left,cycleway:right,departures_board,description,destination,destination:ref,destination:ref:to,direction,disused:amenity,disused:name,dog,door,drinking_water,ele,elevation,entrance,expressway,fee,fence_type,ferry,fixme,floating,foot,foot:left,footway,fountain,garden:type,gauge,gnis:county_id,gnis:county_name,gnis:created,gnis:feature_id,gnis:import_uuid,gnis:reviewed,gnis:state_id,height,heritage,heritage:operator,hgv,hgv:state_network,highway,historic,hoops,horse,image,indoor,information,inscription,intermittent,internet_access,internet_access:fee,junction,kerb,kerb:height,lamp_mount,landuse,lane_markings,lanes,lanes:backward,lanes:forward,lastcheck,layer,lcn,leisure,level,lit,loc_name,location,locked,man_made,map_size,map_type,mapillary,material,max_level,maxspeed,maxspeed:advisory,memorial,military,min_height,min_level,mobile_phone:repair,mooring,motor_vehicle,motorcycle,name,name:ar,name:bg,name:de,name:el,name:en,name:etymology:wikidata,name:fa,name:fr,name:he,name:hi,name:hr,name:ja,name:kn,name:ko,name:lt,name:ml,name:pl,name:railroad,name:railway,name:ru,name:signed,name:uk,name:zh,name_1,name_2,natural,network,noname,note,note:old_railway_operator,nycdoitt:bin,nysdot_ref,nysgissam:nysaddresspointid,nysgissam:review,office,official_name,old_name,old_railway_operator,old_ref,oneway,opening_hours,opening_hours:url,operator,operator:official,operator:short,operator:wikidata,operator:wikipedia,outdoor_seating,overtaking,parking,passenger_information_display,payment:american_express,payment:cash,payment:credit_cards,payment:debit_cards,payment:diners_club,payment:discover_card,payment:jcb,payment:mastercard,payment:visa,payment:wolfie_wallet,phone,piste:grooming,piste:type,place,public_transport,railway,rcn,rcn_ref,ref,ref:nrhp,roof:colour,roof:direction,roof:height,roof:levels,roof:material,roof:orientation,roof:shape,route_ref,sac_scale,seamark:type,seasonal,segregated,shelter_type,shop,short_name,sidewalk,ski,smoking,smoothness,snowmobile,source,source:data,source:hgv:state_network,source:highway,source:imagery,source:shape,sport,start_date,stroller,subject,surface,surface:colour,surveillance,surveillance:type,survey:date,swimming_pool,tactile_paving,theatre1:name,theatre2:name,tiger:cfcc,tiger:county,tiger:name_base,tiger:name_base_1,tiger:name_base_2,tiger:name_direction_prefix,tiger:name_direction_prefix_1,tiger:name_type,tiger:name_type_1,tiger:reviewed,tiger:source,tiger:upload_uuid,tiger:zip_left,tiger:zip_left_1,tiger:zip_left_2,tiger:zip_right,tourism,townhall:type,traffic_calming,traffic_signals,traffic_signals:direction,traffic_signals:sound,traffic_signals:vibration,tunnel,turn,turn:lanes,turn:lanes:backward,turn:lanes:forward,unisex,url,wall,water,website,website:alternate,wheelchair,width,wikidata,wikipedia,geometry
2248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0126379 40.7022823, -74.0126447 40.7022826, -74.0126509 40.7022849, -74.0126553 40.702289, -74.0126571 40.702294, -74.012656 40.7022992, -74.0126523 40.7023036, -74.0126464 40.7023065, -74.0126395 40.7023075, -74.0126189 40.7023107, -74.0126122 40.7023094, -74.0126068 40.7023061, -74.0126037 40.7023014, -74.0126033 40.7022962, -74.0126057 40.7022913, -74.0126105 40.7022876, -74.0126165 40.7022858, -74.0126379 40.7022823)"
3532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-74.012656 40.7022992, -74.0126523 40.7023036, -74.0126464 40.7023065, -74.0126395 40.7023075, -74.0126189 40.7023107, -74.0126122 40.7023094, -74.0126068 40.7023061, -74.0126037 40.7023014, -74.0126033 40.7022962, -74.0126057 40.7022913, -74.0126105 40.7022876, -74.0126165 40.7022858, -74.0126379 40.7022823, -74.0126447 40.7022826, -74.0126509 40.7022849, -74.0126553 40.702289, -74.0126571 40.702294, -74.012656 40.7022992))"
1387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-74.012239 40.7023611)
483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kerb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lowered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,POINT (-74.0127521 40.702399)
1386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-74.011954 40.7024087)
4388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-74.0163034 40.7021735, -74.0162936 40.7021595, -74.0163099 40.7021529, -74.0163197 40.7021669, -74.0163034 40.7021735))"
2946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0162936 40.7021595, -74.0163034 40.7021735, -74.0163197 40.7021669, -74.0163099 40.7021529, -74.0162936 40.7021595)"
4369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,#B6B5B7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,granite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-74.0159904 40.7022103, -74.0159627 40.7021694, -74.0159715 40.702166, -74.0159991 40.7022069, -74.0159904 40.7022103))"
2932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,#B6B5B7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,granite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0159904 40.7022103, -74.0159991 40.7022069, -74.0159715 40.702166, -74.0159627 40.7021694, -74.0159904 40.7022103)"
4387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-74.0163332 40.7022162, -74.016322 40.7022028, -74.0163376 40.7021954, -74.0163488 40.7022087, -74.0163332 40.7022162))"
2945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.016322 40.7022028, -74.0163332 40.7022162, -74.0163488 40.7022087, -74.0163376 40.7021954, -74.016322 40.7022028)"
4390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,retaining_wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,granite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-74.0167253 40.7024745, -74.0164585 40.7021846, -74.0164394 40.7021921, -74.016382 40.7021161, -74.0164057 40.702107, -74.0167396 40.7024681, -74.0167253 40.7024745))"
2948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,retaining_wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,granite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0167396 40.7024681, -74.0164057 40.702107, -74.016382 40.7021161, -74.0164394 40.7021921, -74.0164585 40.7021846, -74.0167253 40.7024745, -74.0167396 40.7024681)"
1361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-74.0168468 40.7024693)
4365,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pedestrian,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fine_gravel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-74.0165627 40.7025716, -74.0164961 40.7025902, -74.0164724 40.7026008, -74.016465 40.7026069, -74.0164603 40.7026165, -74.0164617 40.7026298, -74.0164676 40.7026403, -74.0164419 40.7026468, -74.0164178 40.7026562, -74.0164127 40.7026481, -74.0164015 40.702639, -74.0163953 40.7026374, -74.0163839 40.7026359, -74.0163537 40.7026526, -74.0163283 40.7026696, -74.0162699 40.7027203, -74.0162283 40.7027645, -74.0162183 40.7027818, -74.0162053 40.7027552, -74.01619 40.702724, -74.0162115 40.7027072, -74.0162612 40.7026643, -74.0162981 40.7026389, -74.0163504 40.7026104, -74.0163758 40.7025972, -74.0163718 40.702585, -74.0163685 40.7025789, -74.0163564 40.7025591, -74.0163403 40.7025469, -74.0163108 40.7025317, -74.01628 40.7025225, -74.0162598 40.7025184, -74.0162431 40.7025189, -74.0162297 40.7025225, -74.0162216 40.7025332, -74.0162204 40.7025405, -74.0162364 40.7025672, -74.0162427 40.7025828, -74.0162424 40.7025942, -74.016237 40.7026049, -74.0162311 40.7026112, -74.0162176 40.7026155, -74.0161968 40.702614, -74.0161653 40.7026043, -74.0161458 40.7025962, -74.0161264 40.7025881, -74.0161137 40.7025871, -74.0160989 40.7025911, -74.0160902 40.7025962, -74.0160875 40.7026054, -74.0160663 40.7025884, -74.0160298 40.7025601, -74.0160426 40.7025647, -74.016052 40.7025647, -74.016066 40.7025566, -74.0160658 40.7025455, -74.0160607 40.7025332, -74.0160533 40.7025225, -74.0160487 40.7025122, -74.0160486 40.7024996, -74.0160534 40.7024821, -74.016064 40.7024737, -74.0160863 40.7024656, -74.016109 40.7024656, -74.0161237 40.7024666, -74.0161331 40.7024635, -74.0161432 40.7024585, -74.0161504 40.7024527, -74.0161519 40.7024452, -74.0161488 40.7024328, -74.0161304 40.702414, -74.0161115 40.7024014, -74.0160915 40.7023904, -74.0160765 40.7023884, -74.0160542 40.7024026, -74.0160316 40.7024247, -74.0160063 40.7024565, -74.0159836 40.7025037, -74.0159782 40.7025195, -74.0159559 40.7025002, -74.0159306 40.7024783, -74.0159626 40.7024326, -74.0159655 40.7024285, -74.0159889 40.7024, -74.0159943 40.7023837, -74.0159923 40.702372, -74.0159869 40.7023573, -74.0159728 40.7023344, -74.0159447 40.7022973, -74.0159268 40.7022748, -74.0159528 40.702265, -74.0159749 40.7022566, -74.0159852 40.7022703, -74.0160186 40.7023124, -74.0160386 40.7023248, -74.0160575 40.7023286, -74.0160746 40.7023273, -74.0161505 40.7022827, -74.0161539 40.7022717, -74.0161158 40.7022037, -74.0161364 40.7021959, -74.0161529 40.7021896, -74.0161956 40.7022433, -74.0162166 40.7022611, -74.0162386 40.70226, -74.0162659 40.7022537, -74.0163112 40.7022452, -74.016352 40.7022426, -74.0163666 40.7022541, -74.016383 40.7022679, -74.0163651 40.7022709, -74.0163095 40.7022815, -74.0162675 40.7022896, -74.0162582 40.7022974, -74.0162551 40.7023076, -74.0162703 40.7023329, -74.0162764 40.702338, -74.0162875 40.7023375, -74.0162931 40.7023458, -74.0162863 40.702353, -74.0162911 40.7023676, -74.0163078 40.7023877, -74.0163319 40.7024, -74.0163604 40.7024035, -74.0163946 40.7024051, -74.016417 40.7024127, -74.016438 40.7024332, -74.0164491 40.7024551, -74.016461 40.7024625, -74.0164702 40.7024646, -74.0164883 40.7024525, -74.0165136 40.7024432, -74.0165374 40.7024346, -74.0165509 40.702428, -74.0165581 40.7024422, -74.0165658 40.7024572, -74.0165563 40.7024604, -74.0165552 40.7024746, -74.0165531 40.7024974, -74.0165441 40.7025067, -74.0165298 40.7025119, -74.0165173 40.7025139, -74.0165004 40.7025129, -74.0164878 40.7025093, -74.0164765 40.7025017, -74.0164637 40.7024951, -74.0164509 40.702492, -74.0164389 40.7024925, -74.0164241 40.7024976, -74.0164074 40.7025083, -74.0164016 40.7025211, -74.0163993 40.7025367, -74.0164008 40.7025458, -74.0164145 40.7025624, -74.0164228 40.7025677, -74.0164348 40.7025698, -74.0164509 40.7025652, -74.0165084 40.7025482, -74.0165576 40.7025352, -74.0165924 40.7025271, -74.0166132 40.702521, -74.0166214 40.7025396, -74.0166295 40.7025579, -74.0165627 40.7025716), (-74.0162142 40.7023288, -74.0162046 40.7023194, -74.0161867 40.7023139, -74.0161685 40.7023196, -74.0161653 40.7023206, -74.0161354 40.7023357, -74.0161168 40.7023496, -74.0161108 40.7023617, -74.0161172 40.7023753, -74.0161244 40.7023817, -74.0161367 40.7023866, -74.0161572 40.7023903, -74.0161744 40.7023901, -74.0162002 40.7023832, -74.0162129 40.7023736, -74.0162223 40.7023598, -74.0162231 40.7023431, -74.0162142 40.7023288), (-74.0161309 40.7024879, -74.0161232 40.7024789, -74.0161138 40.7024732, -74.0161038 40.7024718, -74.016093 40.7024735, -74.0160823 40.7024783, -74.0160729 40.7024874, -74.0160673 40.702498, -74.0160657 40.7025106, -74.0160699 40.7025218, -74.0160779 40.7025313, -74.0160859 40.7025362, -74.0160953 40.7025389, -74.0161056 40.7025384, -74.0161145 40.7025359, -74.0161231 40.7025297, -74.0161307 40.7025207, -74.016134 40.7025121, -74.0161343 40.7025001, -74.0161309 40.7024879))"
598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kerb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lowered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,POINT (-74.0127216 40.7024288)
3533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-74.0124652 40.7024633, -74.0124623 40.7024681, -74.0124572 40.7024716, -74.0124506 40.7024731, -74.0124438 40.7024726, -74.0124378 40.7024699, -74.0124338 40.7024657, -74.0124318 40.7024591, -74.0124298 40.7024527, -74.0124182 40.7024153, -74.0124197 40.7024102, -74.0124238 40.7024059, -74.0124298 40.7024034, -74.0124366 40.7024028, -74.0124432 40.7024045, -74.0124483 40.702408, -74.0124509 40.7024124, -74.0124533 40.70242, -74.0124548 40.7024249, -74.0124566 40.7024304, -74.0124652 40.7024581, -74.0124652 40.7024633))"
2249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0124652 40.7024581, -74.0124652 40.7024633, -74.0124623 40.7024681, -74.0124572 40.7024716, -74.0124506 40.7024731, -74.0124438 40.7024726, -74.0124378 40.7024699, -74.0124338 40.7024657, -74.0124318 40.7024591, -74.0124298 40.7024527, -74.0124182 40.7024153, -74.0124197 40.7024102, -74.0124238 40.7024059, -74.0124298 40.7024034, -74.0124366 40.7024028, -74.0124432 40.7024045, -74.0124483 40.702408, -74.0124509 40.7024124, -74.0124533 40.70242, -74.0124548 40.7024249, -74.0124566 40.7024304, -74.0124652 40.7024581)"
4426,,,,,New York,,,,,,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newsagent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.012626 40.7024653, -74.0126674 40.7024469, -74.0126539 40.7024294, -74.0126125 40.7024478, -74.012626 40.7024653)"
4492,,,,,New York,,,,,,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newsagent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-74.012626 40.7024653, -74.0126125 40.7024478, -74.0126539 40.7024294, -74.0126674 40.7024469, -74.012626 40.7024653))"
3530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-74.0115788 40.7024793, -74.011575 40.7024823, -74.0115704 40.7024839, -74.0115454 40.7024882, -74.011537 40.7024897, -74.0115302 40.7024909, -74.0115254 40.7024917, -74.0115199 40.7024916, -74.0115149 40.7024898, -74.0115113 40.7024867, -74.0115097 40.7024827, -74.0115104 40.7024786, -74.0115132 40.702475, -74.0115178 40.7024726, -74.0115677 40.7024641, -74.0115731 40.702465, -74.0115774 40.7024676, -74.0115801 40.7024712, -74.0115806 40.7024754, -74.0115788 40.7024793))"
2246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0115254 40.7024917, -74.0115199 40.7024916, -74.0115149 40.7024898, -74.0115113 40.7024867, -74.0115097 40.7024827, -74.0115104 40.7024786, -74.0115132 40.702475, -74.0115178 40.7024726, -74.0115677 40.7024641, -74.0115731 40.702465, -74.0115774 40.7024676, -74.0115801 40.7024712, -74.0115806 40.7024754, -74.0115788 40.7024793, -74.011575 40.7024823, -74.0115704 40.7024839, -74.0115454 40.7024882, -74.011537 40.7024897, -74.0115302 40.7024909, -74.0115254 40.7024917)"
