,access,bicycle,bridge,bridge:movable,bridge:name,bridge:wikidata,bridge:wikipedia,button_operated,check_date:surface,condition,construction,covered,crossing,crossing:island,crossing:markings,cutting,cycleway,description,foot,foot:conditional,footway,handrail,handrail:left,handrail:right,highway,horse,incline,inline_skates,kerb,lanes,layer,lcn,level,lit,motor_vehicle,name,name:pronunciation,name:ru,note,oneway,oneway:bicycle,oneway:foot,operator,ramp,ramp:bicycle,ramp:stroller,segregated,sidewalk,ski,smoothness,snowmobile,source,step_count,stroller,surface,tactile_paving,tiger:cfcc,tiger:county,tiger:name_base,tiger:zip_left,tiger:zip_right,tunnel,wheelchair,width,wikidata,wikipedia,geometry
9031,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0018125 40.7523469, -74.0011622 40.7520751)"
6478,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0011622 40.7520751, -74.0015292 40.7515685, -74.0020846 40.751804, -74.0031768 40.7522672, -74.0039839 40.7525958, -74.004095 40.752641, -74.004035 40.7527269, -74.0037354 40.7531561)"
6479,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0037354 40.7531561, -74.0028203 40.7527747, -74.0018372 40.7523701, -74.0018237 40.7523599, -74.0018125 40.7523469)"
6477,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0036396 40.7532652, -74.0028764 40.7529429, -74.0027772 40.752901, -74.0012445 40.7522536)"
9012,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0037354 40.7531561, -74.003754 40.7531633)"
9014,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0037241 40.7531688, -74.0037354 40.7531561)"
9013,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0036396 40.7532652, -74.0036527 40.7532502)"
9011,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0039909 40.7532841, -74.0040046 40.753266, -74.0039777 40.7532546)"
9010,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0039405 40.7534206, -74.0039039 40.7534051)"
6473,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete:plates,,,,,,,,,,,,"LINESTRING (-74.0032268 40.7538281, -74.0032647 40.7537765, -74.0036396 40.7532652)"
8911,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.99695 40.7527607, -73.9969825 40.7527165, -73.9969553 40.7527051)"
8910,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9968676 40.7528369, -73.9968891 40.7528452, -73.9969007 40.7528289)"
7841,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete:plates,,,,,,,,,,,,"LINESTRING (-73.9966173 40.7527333, -73.9962309 40.7532433)"
18818,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9995291 40.7538142, -73.9987088 40.7534595, -73.9986676 40.7534349, -73.998607 40.7534091, -73.9985914 40.7534025, -73.9985012 40.7533643, -73.9984344 40.7533359, -73.9983353 40.7532938, -73.9970235 40.7527373, -73.9970142 40.7527205, -73.9969825 40.7527165)"
6512,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9981652 40.7540552, -73.997801 40.7538994, -73.9965183 40.7533543, -73.9968891 40.7528452, -73.9973593 40.7530345, -73.9984938 40.7535171)"
9019,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9985563 40.7535446, -73.9986029 40.753565)"
7857,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9961005 40.7534253, -73.9959478 40.7536379, -73.995728 40.7539416)"
7856,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9963752 40.753548, -73.9969637 40.7537971, -73.9971619 40.7538809, -73.9974217 40.7539909)"
7854,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9959984 40.7540579, -73.9963752 40.753548)"
6514,,,yes,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9984608 40.7541787, -73.9981652 40.7540552)"
9016,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0006068 40.7528225, -74.0005601 40.7527973)"
6486,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0003536 40.7526885, -73.9995291 40.7538142)"
6475,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0017606 40.7547526, -74.0016858 40.7547213, -74.001639 40.7547013, -74.0016189 40.7546933, -74.0013966 40.7545917, -74.001161 40.7544841, -74.0011155 40.7544656, -74.0009897 40.7544301, -74.0009752 40.754424, -73.9997985 40.7539318, -74.0006068 40.7528225, -74.0007023 40.752688, -74.0009966 40.7522925, -74.0010173 40.7522654)"
6513,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9986493 40.7535855, -73.9994523 40.7539192, -73.9990744 40.7544405)"
960,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,West 33rd Street,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,"LINESTRING (-74.0010799 40.7546101, -74.0010134 40.7545833, -73.999724 40.754037, -73.9995896 40.7539801)"
961,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,"LINESTRING (-73.9993425 40.7545607, -73.9994876 40.7543507, -73.999724 40.754037)"
15968,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9990744 40.7544405, -73.9985431 40.7542147, -73.9984859 40.7541903, -73.9984608 40.7541787)"
15969,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9983226 40.7543706, -73.9989417 40.754637)"
957,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,,,,no,,,,,,,,,,,"LINESTRING (-74.0005266 40.7550488, -74.0005098 40.7550418, -73.9993425 40.7545607)"
1334,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0010799 40.7546101, -74.0008138 40.7549006, -74.000665 40.755108, -74.0006472 40.7551282)"
9020,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0027981 40.7544299, -74.0027925 40.7543952, -74.0028159 40.7543626, -74.0029022 40.7542388, -74.0029849 40.7541208, -74.0031361 40.7539208)"
6470,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0026573 40.7551225, -74.0039039 40.7534051, -74.0039214 40.7533809, -74.0039307 40.753368)"
6472,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0027981 40.7544299, -74.0027699 40.754398, -74.0026949 40.7543684, -74.0023853 40.7542465)"
6474,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0027438 40.7545043, -74.0027063 40.7544869, -74.0022451 40.754298, -74.0022099 40.7542912, -74.0021916 40.7542929, -74.0021746 40.7543053, -74.0017763 40.7547356, -74.0017606 40.7547526, -74.0023772 40.7550076)"
6471,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0023772 40.7550076, -74.0027438 40.7545043, -74.0027527 40.7544921)"
6476,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,West 33rd Street,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,"LINESTRING (-74.0022955 40.7551254, -74.0016285 40.7548431, -74.0014318 40.7547598, -74.0012467 40.7546815, -74.0010799 40.7546101)"
9006,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0024054 40.7550185, -74.0023772 40.7550076, -74.0023657 40.7550239)"
9005,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,11th Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0022955 40.7551254, -74.0023093 40.7551065)"
9004,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.002645 40.7551387, -74.0026573 40.7551225, -74.0026336 40.7551123)"
9003,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,West 33rd Street,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,"LINESTRING (-74.0023185 40.7551351, -74.0022955 40.7551254)"
7843,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9974217 40.7539909, -73.9970972 40.7544679, -73.9970303 40.7544932)"
7853,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9970303 40.7544932, -73.9965079 40.7542728, -73.9959984 40.7540579)"
6516,,,yes,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.998027 40.7542471, -73.9983226 40.7543706)"
7860,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9956357 40.7540647, -73.9952773 40.7545588)"
7864,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9959081 40.7541819, -73.9968406 40.7545647)"
6515,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9975143 40.7546929, -73.9972726 40.7545963, -73.9976388 40.7540837, -73.9976633 40.7540941, -73.998027 40.7542471)"
7845,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9955509 40.7546705, -73.9957753 40.7543635, -73.9958044 40.7543237, -73.9959081 40.7541819)"
6519,,,yes,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9978468 40.754842, -73.9975143 40.7546929)"
7844,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9968406 40.7545647, -73.9968531 40.7545979, -73.9968522 40.7546283, -73.9968428 40.754661, -73.9968235 40.7546948, -73.9963963 40.7550376)"
6521,,,yes,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9973091 40.7547629, -73.9976814 40.7549204)"
6904,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9953816 40.7548883, -73.9954274 40.7548164)"
6905,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9955509 40.7546705, -73.9957853 40.7547723, -73.9963963 40.7550376)"
6517,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9989417 40.754637, -73.9985647 40.7551431, -73.9978468 40.754842)"
6520,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9973091 40.7547629, -73.997189 40.7547157, -73.9968249 40.7552013)"
6906,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9954274 40.7548164, -73.9962579 40.7551377)"
6522,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9976814 40.7549204, -73.9984815 40.7552603)"
23021,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9966076 40.7551187, -73.9965088 40.7550813)"
23020,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9964399 40.7552155, -73.9963409 40.7551756)"
6497,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9981232 40.7557471, -73.9982749 40.7555423, -73.9984815 40.7552603)"
6523,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9981232 40.7557471, -73.9969383 40.7552664)"
956,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,"LINESTRING (-74.0003732 40.7552307, -74.0003553 40.7552251, -73.9994312 40.7548375, -73.9992081 40.7547445)"
6518,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9988354 40.7552535, -73.9992081 40.7547445)"
8998,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0004947 40.7550587, -74.0005098 40.7550418)"
8999,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,Hudson Boulevard East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0003553 40.7552251, -74.0003681 40.7552088)"
959,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,,,,no,,,,,,,,,,,"LINESTRING (-74.0006366 40.7550944, -74.000665 40.755108, -74.0009682 40.7552455, -74.0011879 40.7553153, -74.0018207 40.7555866, -74.0019069 40.7556534)"
2607,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.00054 40.7552512, -74.0005188 40.7552771, -74.000343 40.7554985, -74.0003413 40.7555016, -74.0003559 40.7555222, -74.0004322 40.755538, -74.000544 40.7555427)"
955,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,"LINESTRING (-74.0004916 40.7552678, -74.0005188 40.7552771, -74.0007388 40.7553628, -74.0009497 40.755452, -74.0017777 40.7558259)"
6496,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9998381 40.755833, -73.9987522 40.7553706, -73.9983835 40.755868)"
8987,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9998381 40.755833, -73.9998503 40.7558168)"
8986,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9998673 40.7558446, -73.9998381 40.755833)"
20925,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9980304 40.7558772, -73.9978926 40.7558192, -73.9969919 40.7554391, -73.9967577 40.7553351)"
1373,,,yes,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.995544 40.7554855, -73.9963862 40.7558339)"
6882,,,yes,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9962924 40.7559416, -73.9954237 40.7555825)"
1374,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9963862 40.7558339, -73.9966311 40.7559347, -73.9976775 40.7563755, -73.9978457 40.7561321, -73.9978992 40.7560582, -73.9979773 40.7559505, -73.9980304 40.7558772)"
6892,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.997579 40.7565078, -73.9975371 40.7564618, -73.9962924 40.7559416)"
6886,,,yes,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9949775 40.7560523, -73.9960095 40.7564952)"
6887,,,yes,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.994924 40.756172, -73.9960531 40.7566574)"
7795,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete:plates,,,,,,,,,,,,"LINESTRING (-73.9982971 40.7559879, -73.9979501 40.7564921, -73.9989614 40.7569199, -73.9989901 40.7569322, -73.9990686 40.756966)"
6891,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9960095 40.7564952, -73.9962593 40.7565982, -73.9972112 40.7569924, -73.997579 40.7565078)"
6889,,,yes,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9956493 40.7571401, -73.9951139 40.7569167)"
8972,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0014347 40.7563345, -74.0014055 40.7563233, -74.0013864 40.7563482)"
8941,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0041328 40.756819, -74.0037459 40.756655, -74.0020857 40.7559574)"
8971,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0018115 40.7564251, -74.0018182 40.756416, -74.0018245 40.7564088, -74.0018351 40.756404, -74.0018498 40.7564033)"
8967,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0017388 40.7564619, -74.0016991 40.7564453)"
8938,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.003673 40.7567576, -74.0023633 40.7562041, -74.0023511 40.7562008, -74.0023388 40.7561997, -74.0023302 40.7562025, -74.0023215 40.756209, -74.002239 40.7563254, -74.0020211 40.7566329)"
8968,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0017438 40.7565178, -74.0017332 40.7565311, -74.0017206 40.7565395, -74.0017076 40.756541, -74.0016934 40.7565395, -74.0016851 40.7565375)"
8965,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0016035 40.7565756, -74.0016206 40.7565826, -74.0016457 40.7565929)"
8988,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0016684 40.7566503, -74.0016187 40.7566297)"
8934,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0037459 40.756655, -74.00372 40.7566915)"
8935,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0036771 40.7567516, -74.003673 40.7567576, -74.0036723 40.7567587)"
20923,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9983835 40.755868, -73.9994503 40.7563172, -73.9998381 40.755833)"
20924,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9994448 40.7564725, -73.9993793 40.7564443, -73.9993606 40.7564362, -73.9982971 40.7559879)"
2608,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.001311 40.756457, -74.0004821 40.7561054, -74.0004599 40.7560959)"
8980,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9994503 40.7563172, -73.9994671 40.7563242)"
8985,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0000423 40.7565671, -74.0004821 40.7561054)"
8973,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0013197 40.7564435, -74.001311 40.756457)"
8966,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.001311 40.756457, -74.0013296 40.7564642)"
6491,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0009479 40.7569466, -74.001311 40.756457)"
6495,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0009479 40.7569466, -74.0000423 40.7565671, -74.0000257 40.7565602)"
8983,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9995044 40.757153, -73.9999458 40.7566816)"
8978,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0009324 40.7569675, -74.0009479 40.7569466, -74.0009734 40.7569568)"
8979,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0008842 40.7570823, -74.0008704 40.7570694, -74.0008693 40.7570512)"
8989,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0013033 40.7570599, -74.0013541 40.7570812)"
8977,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0012423 40.7570695, -74.0012825 40.7570883)"
8984,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9994862 40.7571455, -73.9995044 40.757153, -74.0005101 40.7575672, -74.0008704 40.7570694, -73.9999458 40.7566816, -73.9999227 40.7566719)"
