,access,bicycle,bridge,bridge:movable,bridge:name,bridge:wikidata,bridge:wikipedia,button_operated,check_date:surface,condition,construction,covered,crossing,crossing:island,crossing:markings,cutting,cycleway,description,foot,foot:conditional,footway,handrail,handrail:left,handrail:right,highway,horse,incline,inline_skates,kerb,lanes,layer,lcn,level,lit,motor_vehicle,name,name:pronunciation,name:ru,note,oneway,oneway:bicycle,oneway:foot,operator,ramp,ramp:bicycle,ramp:stroller,segregated,sidewalk,ski,smoothness,snowmobile,source,step_count,stroller,surface,tactile_paving,tiger:cfcc,tiger:county,tiger:name_base,tiger:zip_left,tiger:zip_right,tunnel,wheelchair,width,wikidata,wikipedia,geometry
18568,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9960999 40.7483058, -73.9935266 40.7472332)"
18569,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9959968 40.7484394, -73.993443 40.7473461)"
18424,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9929955 40.7479773, -73.9926427 40.7484704)"
18576,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.99309 40.7478521, -73.9956673 40.7489354)"
19258,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9981047 40.7460825, -73.9982706 40.7461197, -73.9984367 40.7461419, -73.9985175 40.7461405, -73.9987493 40.7461252, -73.9989115 40.7461306, -73.9990302 40.746135, -73.9991236 40.7461625, -73.9992942 40.7462259, -73.9994173 40.746276, -73.9995899 40.7463537, -74.0000401 40.7465458, -74.000125 40.7466092, -74.0002236 40.746706, -74.0002759 40.7467665, -74.0003427 40.746859, -74.0004192 40.7469615, -74.0004675 40.7470111, -74.0005492 40.7470883, -74.0006063 40.7471251, -74.0006671 40.7471592)"
19230,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0003177 40.747623, -74.0000776 40.7475242, -73.9991642 40.7471484, -73.9979239 40.7466379, -73.9978487 40.7466187, -73.9977471 40.7465885)"
19231,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0002132 40.7477884, -74.0001483 40.7477502, -73.9985904 40.7471053, -73.9976465 40.7467145)"
6576,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9997308 40.7489418, -74.0000016 40.7489485)"
19232,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9997603 40.7484094, -73.9995663 40.7486759, -73.999422 40.7488743, -73.998945 40.7495297)"
891,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,9th Avenue,,9-я Авеню,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0000398 40.7485198, -73.9997308 40.7489418, -73.9996893 40.7489985, -73.9995924 40.7491308, -73.9995485 40.7491908, -73.9994076 40.7493833, -73.9992552 40.7495915, -73.9992165 40.7496443)"
6575,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0022061 40.750137, -74.0006623 40.7495086, -74.000591 40.749467, -74.0005492 40.7494213, -74.0005273 40.7493705, -74.0005317 40.7492932, -74.0005591 40.7492532, -74.0005965 40.7492175, -74.0006612 40.749185, -74.0007633 40.7491484, -74.0008237 40.749101, -74.0009105 40.7489971, -74.0009753 40.7489114, -74.0009362 40.748895, -74.0000398 40.7485198)"
19633,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9985185 40.7501079, -73.9988711 40.7496376)"
6570,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0006895 40.7502583, -74.0003219 40.7501051, -74.0000843 40.7500061, -73.9997407 40.7498621, -73.9992165 40.7496443)"
19632,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9991395 40.7497476, -73.9987745 40.7502475)"
18296,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0045677 40.7469138, -74.0019957 40.7458337)"
18297,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0044807 40.7470349, -74.0019067 40.7459499)"
19696,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0037926 40.748476, -74.0041283 40.7486203)"
19248,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-74.0001149 40.7483979, -74.0027022 40.7494765)"
19631,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-74.0030531 40.748988, -74.0027022 40.7494765)"
19630,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-74.0033259 40.7491028, -74.0029661 40.7495901)"
6577,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-74.0009753 40.7489114, -74.0026095 40.7496001, -74.0022368 40.7500948)"
6578,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0028734 40.7497137, -74.0025135 40.7502104, -74.0050975 40.7512955)"
6574,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete:plates,,,,,,,,,,,,"LINESTRING (-74.0046366 40.7519039, -74.0020573 40.7508332, -74.0024246 40.7503326, -74.0050086 40.7514161)"
6573,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0016136 40.7514443, -74.0019801 40.750942, -74.0045515 40.7520338)"
19247,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9971961 40.7473233, -73.9968049 40.7478565, -73.9967398 40.7479627, -73.9963932 40.7484357)"
18572,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9964704 40.7478241, -73.9960999 40.7483058)"
18573,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9959968 40.7484394, -73.9956673 40.7489354)"
2789,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9959301 40.7490517, -73.9962958 40.7485719)"
19944,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.998945 40.7495297, -73.9987441 40.7494485, -73.9986959 40.7494353, -73.9986462 40.7494238, -73.9985881 40.7494143, -73.9985301 40.7494093, -73.9984003 40.7494102, -73.9981948 40.7494115, -73.9980147 40.7494253, -73.9978227 40.7494036, -73.9975712 40.7493173, -73.9973562 40.7492435, -73.9973274 40.7492336, -73.9971427 40.7491381, -73.9969774 40.7489879, -73.9969369 40.7489308, -73.996874 40.7488364, -73.9967911 40.748712, -73.9966575 40.7485916, -73.9963932 40.7484357)"
19945,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9962958 40.7485719, -73.9965859 40.7487564, -73.9967032 40.7489367, -73.9968368 40.7491149, -73.9969872 40.7492365, -73.9971551 40.7493384, -73.9974109 40.7494451, -73.9976968 40.749551, -73.9978272 40.749586, -73.9979748 40.7495978, -73.9982369 40.7495787, -73.998469 40.7495692, -73.9987049 40.7495933, -73.9988711 40.7496376)"
2788,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,,,,,,,,,,,,"LINESTRING (-73.9954718 40.749687, -73.9958412 40.7491704)"
19808,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9959301 40.7490517, -73.9985185 40.7501079)"
19809,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.998409 40.7502643, -73.9978374 40.7500077, -73.9958412 40.7491704)"
19810,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9954718 40.749687, -73.9980481 40.7507593)"
8848,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9947365 40.7501944, -73.9947517 40.7501724)"
8859,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9941209 40.7502243, -73.9942772 40.7501643)"
8846,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.995011 40.7502813, -73.9950277 40.7502957)"
8847,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9950277 40.7502957, -73.9950179 40.75031)"
8843,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9946752 40.7503321, -73.9946449 40.7503207)"
8851,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9943521 40.7503371, -73.9946449 40.7503207)"
8850,,,,,,,,,,,,yes,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9942946 40.7503404, -73.9943521 40.7503371)"
8844,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9949592 40.7503963, -73.9949443 40.7504161)"
8889,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9949443 40.7504161, -73.9949171 40.7504066)"
8890,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9952138 40.7505255, -73.9949443 40.7504161)"
6571,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0001375 40.7493584, -74.000539 40.7495361, -74.0008773 40.7496858, -74.0010538 40.7497629, -74.0021478 40.750217, -74.0017706 40.7507164, -74.0006895 40.7502583)"
19236,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9992887 40.7504725, -73.9987745 40.7502475)"
19235,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9992084 40.7505827, -73.9986876 40.7503713)"
6572,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9991395 40.7497476, -74.0016934 40.7508252, -74.0013366 40.7513241)"
19233,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,"LINESTRING (-74.0011223 40.7512367, -73.9992887 40.7504725)"
19234,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,"LINESTRING (-74.0010354 40.7513552, -73.9992084 40.7505827)"
6485,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0011223 40.7512367, -74.0013366 40.7513241)"
19813,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0004496 40.7517786, -73.998319 40.7508711)"
19812,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9981361 40.7511406, -73.9986041 40.7513384, -73.9993901 40.7516783, -73.9994251 40.7516947, -73.9994902 40.7517623)"
6484,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0008701 40.7519811, -74.0012472 40.7514478, -74.0010354 40.7513552)"
19811,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9979702 40.7508799, -73.9954 40.7497895)"
7837,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9975995 40.751378, -73.9954116 40.7504557, -73.9951396 40.7503425, -73.9950277 40.7502957)"
8886,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9961989 40.7510854, -73.9962799 40.7509743)"
19524,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9979702 40.7508799, -73.9975995 40.751378)"
8838,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9970977 40.7520628, -73.9975122 40.7514976, -73.9974134 40.7514548, -73.9962799 40.7509743, -73.9952138 40.7505255)"
19943,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9981361 40.7511406, -73.9978643 40.751489)"
8907,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9973611 40.7515243, -73.9973723 40.7515093, -73.9974134 40.7514548)"
8906,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.997342 40.7515499, -73.9973001 40.7515323, -73.9973365 40.7514824, -73.9973221 40.7514764, -73.9972859 40.7515261, -73.9972714 40.75152, -73.9973201 40.7514531, -73.9973659 40.7514722, -73.9973467 40.7514986, -73.9973723 40.7515093)"
8905,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9973371 40.7515563, -73.997342 40.7515499, -73.9973491 40.7515403)"
19525,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9978643 40.751489, -73.9987779 40.7518859, -73.9993408 40.7521136)"
8927,,,,,,,,,,,,,,,,,,,,,sidewalk,yes,,,footway,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0008584 40.7519574, -74.0008288 40.7519455, -74.0008054 40.7519355, -74.0007949 40.7519505)"
23055,,,yes,,,,,,,,,,,,,,,,,,sidewalk,yes,,,footway,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0008873 40.7519705, -74.0008584 40.7519574)"
8928,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0008369 40.7519675, -74.0008701 40.7519811)"
19237,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9997 40.7519541, -73.9995577 40.7521993)"
8922,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0011501 40.7520909, -74.0011622 40.7520751)"
8921,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0008131 40.7520587, -74.0007637 40.7521259)"
23051,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9992876 40.7522359, -73.9991016 40.7521552, -73.9986786 40.7519699)"
23054,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9993408 40.7521136, -73.9993662 40.7521245)"
23053,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9995518 40.7522136, -73.9995577 40.7521993, -73.9995414 40.7521948)"
8924,,,,,,,,,,,,yes,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0012445 40.7522536, -74.0010984 40.7521922, -74.0010793 40.7521842)"
8900,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9955457 40.7519664, -73.9954606 40.7520854)"
6581,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9941101 40.7515147, -73.9941313 40.7515237, -73.9943187 40.7516031, -73.9944011 40.751638, -73.9952845 40.7520121, -73.9954606 40.7520854, -73.9956469 40.7521647, -73.996119 40.7523648, -73.9967079 40.7526059)"
8903,,,yes,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9957264 40.7520557, -73.995655 40.7521526)"
8904,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.995655 40.7521526, -73.9956469 40.7521647)"
8913,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.996119 40.7523648, -73.996203 40.7522524)"
8894,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9967079 40.7526059, -73.9970599 40.7521155, -73.9970977 40.7520628)"
23029,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9970142 40.7527205, -73.9970231 40.7526834, -73.997326 40.7522529, -73.9973408 40.7522322, -73.9973527 40.7522156)"
8912,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9967338 40.7526159, -73.9967079 40.7526059)"
8909,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9967079 40.7526059, -73.9966905 40.7526299)"
8908,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9966316 40.7527131, -73.9966173 40.7527333, -73.9966458 40.7527455)"
8869,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9940449 40.7516442, -73.9940549 40.7516303)"
8871,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9940243 40.7516358, -73.9940449 40.7516442)"
7851,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9937589 40.7515295, -73.9933944 40.752041, -73.9933874 40.7520487, -73.993378 40.7520538)"
7861,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9936744 40.7521684, -73.9936723 40.7521576, -73.9936749 40.7521471, -73.9940449 40.7516442)"
8902,,,yes,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9952931 40.7519993, -73.9953649 40.7519011)"
8916,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9932123 40.75196, -73.9932016 40.7519558, -73.9931888 40.7519525, -73.9931766 40.7519525, -73.9931643 40.7519591, -73.9931546 40.7519726)"
8901,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9952845 40.7520121, -73.9952931 40.7519993)"
8915,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.993321 40.7520054, -73.9933094 40.7520003, -73.9932996 40.7519982, -73.9932904 40.7520005, -73.9932812 40.7520085, -73.993273 40.7520201)"
7838,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9940449 40.7516442, -73.9966173 40.7527333)"
7865,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9931538 40.7528634, -73.9935185 40.7523616, -73.9935276 40.7523546, -73.9935367 40.7523505)"
8923,,,,,,,,,,,,yes,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0010173 40.7522654, -74.0010793 40.7521842, -74.0010852 40.7521762)"
23052,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-73.9993004 40.7522406, -73.9992876 40.7522359, -73.9992981 40.7522244)"
8925,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0009966 40.7522925, -74.0010168 40.7523006)"
8926,,,,,,,,,,,,yes,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0010168 40.7523006, -74.0011356 40.7523505)"
19175,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0004396 40.7525762, -73.9995577 40.7521993)"
6483,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0004396 40.7525762, -74.0006976 40.7522158)"
19174,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0003536 40.7526885, -73.9994963 40.7523179, -73.9994901 40.7523099)"
9018,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.000431 40.7525876, -74.0004396 40.7525762, -74.0004656 40.7525871)"
9017,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0006536 40.7526669, -74.0007023 40.752688)"
9015,,,,,,,,,,,,,,,,,,,,,sidewalk,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (-74.0003784 40.7527011, -74.0003536 40.7526885, -74.0003635 40.752674)"
